TIPLOC,NAME,EASTING,NORTHING
REDGWCV,READING WEST CURVE,470263,173856
REDGWJN,READING WEST JN,469828,174138
REDGWST,READING WEST,470255,173330
TONB525,TONBRIDGE SIGNAL AD525,558089,146037
TONBDG,TONBRIDGE,558697,146048
TONBDLP,TONBRIDGE DOWN LOOP,558464,146076
TONBDMS,TONBRIDGE DOWN MAIN SIDING,558381,146092
TONBDWG,TONBRIDGE WEST YARD GBRF,557967,146151
TONBDWY,TONBRIDGE WEST YARD,557688,146027
TONBES,TONBRIDGE ENGINEERS SIDING,559144,145959
TONBLHS,TONBRIDGE L.H.S.,558355,146072
TONBPMY,TONBRIDGE JUBILEE SIDINGS,558275,146056
TONBPOJ,TONBRIDGE POST OFFICE JN,559514,145933
TONBPOS,TONBRIDGE P O SIDINGS,559555,145929
TONBULP,TONBRIDGE UP LOOP,558509,146051
TONDGAR,TONDU GARW LOOP,289485,184391
TONDLFL,TONDU LLYNFI GOODS LOOP,289485,184391
TONDU,TONDU,289485,184391
TONFNAU,TONFANAU,256311,303915
TONPNTR,TON PENTRE,297287,195359
TOOTING,TOOTING,528008,170577
TOPLEYP,TOPLEY PIKE GF,410002,372431
TOPLFHH,TOPLEY PIKE (FHH),410233,372380
TOPLYPK,TOPLEY PIKE BARDON AGG,410240,372368
TOPSHAM,TOPSHAM,296697,88348
TORNESS,TORNESS POWER STATION,372886,675287
TORNGSP,TORNESS GSP,372886,675287
TORPHIN,TORPHIN,303565,660965
TORQUAY,TORQUAY,290556,63493
TORRE,TORRE,290369,64811
TOTLYTE,TOTLEY TUNNEL EAST,431414,380332
TOTNES,TOTNES,280146,60907
TOTODHS,TOTON D.D. H.S.,448514,335606
TOTODSL,TOTON NORTH YARD,448782,335016
TOTOMSQ,TOTON MEADOW SDGS - VIRT Q,448613,335026
TOTON04,TOTON SIGNAL 4604,286200,931659
TOTONC,TOTON CENTRE,448783,335120
TOTONJ,TOTON JN.,449114,334390
TOTONNB,TOTON UP SIDINGS,449067,334645
TOTOTMD,TOTON T.M.D.,448476,335492
TOTOWRD,TOTON W.R.D.,448710,335131
TOTTON,TOTTON,436417,113254
TOTTYD,TOTTON YARD,436008,113170
TOWERHL,TOWER HILL L.T.,533639,180724
TOWNGRN,TOWN GREEN,340152,405502
TOWRCOL,TOWER COLLY EWS,294900,206215
TOWRFHH,TOWER COLLIERY FLINER HH,294917,206214
TRAMINN,TRAM INN,346398,233616
TRDYRHW,TROED Y RHIW,307084,202325
TRECWN,TRECWN,196994,232533
TREETNJ,TREETON JN,442946,387931
SKPTNHS,SKIPTON H.S.,398262,451389
SKPTSNJ,SKIPTON DOWN SHIPLEY SLOW,398021,451303
SKSCMN,SILKSTONE COMMON,429056,404382
SLADEGD,SLADE GREEN T&R.S.M.D,552474,176262
SLADEGN,SLADE GREEN,552218,176604
SLADGD,SLADE GREEN DEP LONDON END,552340,176424
SLADGEH,SLADE GREEN DPT EAST HSHNT,552340,176424
SLADGEX,SLADE GREEN COUNTRY EXIT,552340,176424
SLADGUS,SLADE GREEN UP C.H.S.,552395,176282
SLAT972,SLATEFORD SIGNAL ES972,322717,671377
SLAT974,SLATEFORD SIGNAL ES974,322371,671082
SLAT975,SLATEFORD SIGNAL ES975,322371,671082
SLATEFD,SLATEFORD,322371,671082
SLATFCS,SLATEFORD CARRIAGE SIDINGS,322909,671515
SLATFDD,SLATEFORD DEPOT,322930,671476
SLATFDJ,SLATEFORD JN,322427,671128
SLCT,SALTCOATS,224808,641332
SLDLJN,SLADE LANE JN,387070,395134
SLEFD,SLEAFORD,506811,345415
SLEFDEJ,SLEAFORD EAST JN,506341,345479
SLEFDNJ,SLEAFORD NORTH JN,508149,347142
SLEFDSJ,SLEAFORD SOUTH JN,508555,345037
SLEGHTS,SLEIGHTS,486774,508122
SLEHOPE,STANFORD-LE-HOPE,568222,182230
SLEIESB,SLEIGHTS EAST SIGNAL BOX,445375,354424
SLFDCT,SALFORD CRESCENT,381800,398870
SLFDORD,SALFORD CENTRAL,383103,398466
SLHRSTD,SELHURST T&R.S.M.D,533416,167322
SLHRSTF,SELHURST DEPOT FIELD SDGS,533416,167322
SLHRT68,SELHURST DEPOT SIG T68,533416,167322
SLHRT76,SELHURST DEPOT SIG T76,533416,167322
SLHRTS2,SELHURST DEPOT SIG S2,533416,167322
SLHRTS4,SELHURST DEPOT SIG S4,533416,167322
SLKSTRJ,SILKSTREAM JUNCTION,522262,189648
SLNYBAL,BALDERTON TUNNEL & LC,337529,362265
SLNYJN,SALTNEY JN,338968,365411
SLOCHD,SLOCHD,283400,825687
SLOU161,SLOUGH SIG S161,497820,180177
SLOU538,SLOUGH SIG T3538,497820,180177
SLOUEST,SLOUGH ESTATES,496383,180666
SLOUGH,SLOUGH,497820,180177
SLOUGHW,SLOUGH WEST,496818,180480
SLOUGHY,SLOUGH U.G.L.,496398,180646
SLOUSPL,SLOUGH STOKE POGES LANE,497820,180177
SLSB217,SALISBURY SIGNAL SY217,414021,130267
SLSB240,SALISBURY SIGNAL SY240,413241,130238
NTHMRCL,NORTHAM DEPOT RECEPT LINE,442873,112796
NTHMUY,SOUTHAMPTON UP YARD,442997,113542
NTHNDBC,NORTHENDEN BLUE CIRCLE,383215,389091
NTHNDFL,NORTHENDEN LAFARGE (FLHH),383474,389129
NTHNDGF,NORTHENDEN GROUND FRAME,383474,389129
NTHNDJ8,NORTHENDEN SIG NJ8,383474,389129
NTHNDNJ,NORTHENDEN JN,383474,389129
NTHNRTS,NORTHENDEN R.T.S.,383706,389110
NTHNSHJ,SHARSTON JN,383542,389134
NTHOJN,NORTHOLT JUNCTION,511348,185326
NTHOLTP,NORTHOLT PARK,513831,185563
NTHOLTS,NORTHOLT SIDINGS,511770,185136
NTHOPKJ,NORTHOLT PARK JN,513831,185563
NTHPSB,NORTHORPE S.B.,490534,396571
NTHRFLD,NETHERFIELD,461909,340845
NTHRFLJ,NETHERFIELD JN,461395,340718
NTHWCEJ,NORTHWICH EAST JN,367987,374343
NTHWCSG,NORTHWICH T.C.,367553,374131
NTHWCSJ,NORTHWICH SOUTH JN,366909,373434
NTHWCWJ,NORTHWICH WEST JN,366510,373598
NTHWFHH,OAKLEIGH SIDINGS FLHH,365298,373819
NTHWICH,NORTHWICH,366954,373926
NTHWLW,LOSTOCK WORKS,368206,374275
NTHWOS,OAKLEIGH SIDINGS,365300,373824
NTHWOVR,OAKLEIGH SDGS VALE ROYAL,364815,374668
NTNB,NORTON BRIDGE,387286,329838
NTNBGB,GREAT BRIDGEFORD,388330,326905
NTNBSB,STANDON BRIDGE,382699,335040
NTNFTZN,NORTON FITZWARREN,320148,125638
NTNG,NOTTINGHAM,457708,339228
NTNGMCS,NOTTINGHAM EASTCROFT,458213,339220
NTNGMEJ,NOTTINGHAM EAST JN,457899,339239
NTNGMHS,NOTTINGHAM HOLDING SDGS,458202,339177
NTNGMJN,MANSFIELD JN,456442,338833
NTNGPCS,EASTCROFT DOWN SIDINGS,458215,339249
NTNGSLC,SNEINTON L.C.,458616,339227
NTNGWOL,WOOLLATON,448305,338432
NTRCLGH,NTHRCLU,312098,585935
NTRD,NORTH ROAD,428969,515689
NTRDST,DARLTN HOPETOWN ISU (S&TE),428787,515735
NUNHEAD,NUNHEAD,535332,176015
NUNHEDJ,NUNHEAD JN,535332,176015
NUNTHRP,NUNTHORPE,453827,515068
NUTBORN,NUTBOURNE,478678,105772
NUTFILD,NUTFIELD,530496,149172
NWALBPL,NORTH WALSHAM GBRF,628295,329414
NWALSHL,NORTH WALSHAM SHELL U.K.,628298,329407
NWALSHM,NORTH WALSHAM,628160,329751
REDGWYD,READING WEST JN. N.Y.,470248,174105
REDH316,REDHILL SIGNAL T1316,528086,150089
REDH322,REDHILL SIGNAL T1322,528013,150338
REDH483,REDHILL SIG. T483,528309,151014
REDH487,REDHILL SIGNAL T487,528148,150585
REDH502,REDHILL SIGNAL T502,528068,150216
REDHDS,REDHILL DOWN SIDING,528376,151181
REDHILL,REDHILL,528148,150585
REDHLGS,REDHILL LONG SDG,528366,151182
REDHLS,REDHILL L.H.S.,437941,113045
REDHPOD,REDHILL R.E.S.,528148,150585
REDHTBS,REDHILL (TONBDG B. RECP.),528148,150585
REDHUGL,REDHILL UP TONBRIDGE SIDIN,528067,150219
REDHY,REDHILL GOODS LOOP,437941,113045
REDISHN,REDDISH NORTH,389715,394766
REDISHS,REDDISH SOUTH,389574,393271
REDLAND,REDLAND,358503,174552
REDMTMC,REDMIRE TARMAC,404630,491514
REDPJN,RED POST JN,433242,145124
REDRUTH,REDRUTH,170050,42004
REEDHMS,REEDHAM,530824,160765
REIG17,REIGATE SHUNT SIGNAL 17,525464,150723
REIGATE,REIGATE,525464,150723
REIGCHS,REIGATE C.H.S.,525464,150723
RENIBKS,RENISHAW PARK HJ BANKS,443975,377155
RENIFHH,RENISHAW PARK (FLHH),443975,377154
RENTON,RENTON,238685,678277
RESOLVN,RESOLVEN,282950,202636
REST402,RESTON SIGNAL EG402,397509,657821
REST403,RESTON SIGNAL EG403,397509,657821
RESTON,RESTON,389132,661420
RESTONC,RESTON DOWN C.E.,387647,662024
RESTOUC,RESTON UP C.E.,387653,662042
RGHTNRD,ROUGHTON ROAD,621948,340702
RGLS,RAVENGLASS FOR ESKDALE,308506,496526
RGNTSRX,REGENTS ROAD L.C.,333265,395203
RHIL,RAINHILL,349148,391422
RHIWBNA,RHIWBINA,315851,180938
RHOOSE,RHOOSE CARDIFF INT AIRPORT,306267,166214
RHOSNGR,RHOSNEIGR,232862,373766
RHYL,RHYL,300912,381168
RHYLCE,RHYL CIVIL ENGINEERS SDG,300912,381168
RHYMSDS,RHYMNEY SIDINGS,311099,207444
RIBLHED,RIBBLEHEAD,376562,478937
RIBLHVQ,RIBLEHEAD (VIRTUAL QUARRY),376739,478825
RICCRTN,RICCARTON,242997,636534
RICELA,RICE LANE,336129,396055
RICH398,RICHMOND SIGNAL F398,518384,175224
TREFRST,TREFFOREST,308314,188942
TREHAFD,TREHAFOD,304484,191045
TREHRBT,TREHERBERT,293927,198096
TREHSDS,TREHERBERT SIDING,293927,198096
TRELEWS,TRELEWIS,310485,197500
TREMANS,TREMAINS,291926,179351
TRENT,TRENT EAST JN,449572,332203
TRENTJ,TRENT SOUTH JN,449413,331252
TREORCY,TREORCHY,295925,196472
TRFDEUG,TRAFFORD PK EURO TML GBRF,379876,395694
TRFDEUT,TRAFFORD PARK EURO TERM,379876,395694
TRFDFLF,TRAFFORD PARK SDGS (FLF),286200,931659
TRFDFLI,TRAFFORD PARK I.F.T.(FLIM),380143,396140
TRFDFLT,TRAFFORD PARK F.L.T.,380150,396141
TRFDGBR,TRAFFORD PK RECEP GBRF,380162,396144
TRFDIFT,TRAFFORD PARK I.F.T.,379890,395703
TRFDPEJ,TRAFFORD PARK EAST JN,380936,396248
TRFDPES,TRAFFORD PARK EXCH SDG,380283,396144
TRFDPK,TRAFFORD PARK,379417,395386
TRFDPKS,TRAFFORD PARK SDGS,380486,396116
TRFDPWS,TRAFFORD PARK WEST SDGS,380486,396116
TRFDSRL,TRAFFORD PARK SDGS REC LN,380486,396116
TRFRSTE,TREFFOREST ESTATE,310673,186263
TRIM619,TRIMLEY SIGNAL CO619,628062,236120
TRIMLEY,TRIMLEY,628062,236120
TRING,TRING,495115,212195
TRINGCE,TRING CE SDGS,495182,212131
TRINGNJ,TRING NORTH JN,494845,212565
TRMRGBR,TREMORFA WORKS SDGS (GBRF),320944,176046
TRMRWKS,TREMORFA WORKS,320944,176046
TRNHMGN,TURNHAM GREEN LT,521195,178676
TRNO,THURNSCOE,445924,405642
TRNRSLA,TURNERS LANE JN.,434888,420706
TRNTHAM,TRENTHAM,388317,341918
TROON,TROON,232536,630887
TROSEXC,TROSTRE WORKS EXCHANGE SDG,252501,199094
TROSTRW,TROSTRE WORKS,252912,199041
TROSWKJ,TROSTRE WORKS JUNCTION,253523,198949
TROWFLR,FLORDON LEVEL XING,619377,297190
TROWLKJ,TROWSE LAKENHAM JUNCTION,624351,307092
TROWSE,TROWSE,624351,307092
TROWSEJ,TROWSE JN,624285,306963
TROWSEY,TROWSE YARD REDLAND SIDING,624394,307159
TRSFNYD,TRAWSFYNYDD,269846,338458
TRURO,TRURO,181694,44950
TRUROCE,TRURO ISU (CE),181575,44945
TRURUKF,TRURO U.K.F. M.THOMAS,181381,44862
TRURYRD,TRURO YARD,181381,44862
TRWBRDG,TROWBRIDGE,385174,157879
TRWLJN,TROWELL JN,447911,340168
SLSB43,SALISBURY SIGNAL SY43,414266,130638
SLSB52,SALISBURY SIGNAL SY52,414266,130638
SLSBECS,SALISBURY EAST C.H.S.,414102,130357
SLSBRCL,SALISBURY RECEPTION LINE,413452,130195
SLSBRY,SALISBURY,414266,130638
SLSBRYD,SALISBURY T&R.S.M.D,413574,130217
SLSBRYY,SALISBURY EAST YARD,414135,130403
SLSBTJN,TUNNEL JN.,415099,130938
SLSBY5B,SALISBURY 5 BAY,414266,130638
SLSBY6B,SALISBURY 6 BAY,414266,130638
SLSBYWE,SALISBURY WEST END,414266,130638
SLTHWTE,SLAITHWAITE,407925,414138
SLTLYDS,SALTLEY EMR,409234,287470
SLTLYHS,SALTLEY L.I.P.,409220,287566
SLTLYPB,SALTLEY P.S.B.,409151,287666
SLTMRSH,SALTMARSHE,478669,425726
SLWDJN,SALTWOOD JN,616291,136948
SLYNN,SOUTH LYNN,561721,318020
SMALBRK,SMALLBROOK JUNCTION,459760,90542
SMARGRT,ST MARGARETS (HERTS),538097,211857
SMBG,SMITHY BRIDGE,392572,415171
SMEE719,SMEETH SIGNAL AD719,606733,138438
SMERTON,SOUTH MERTON,524904,168686
SMHLTUN,SOMERHILL TUNNEL,559285,145247
SMILFD,SOUTH MILFORD,449483,432038
SMINCGB,SOUTHMINSTER C.E.G.B.,596082,199220
SMINSTR,SOUTHMINSTER,596201,199562
SMLHLAG,SMALL HEATH LAFARGE AGGR,409291,285244
SMLHSTV,SMALL HEATH STVA SDGS,408923,285532
SMLHTH,SMALL HEATH,409712,285051
SMLHTHS,SMALL HEATH SOUTH JN,410142,284748
SMRLYTN,SOMERLEYTON,647905,296538
SMTHKRS,SMETHWICK ROLFE STREET,402181,288703
SMTHWKW,SMETHWICK JN,401240,289274
SNAITH,SNAITH,464277,422299
SNAPE,SNAPE,637579,258802
SNBKJN,SHARNBROOK JN.,500396,259598
SNBKOV,OAKLEY VIADUCT,501151,254399
SNBKSDP,SOULDROP,498483,261017
SNBKSMT,SHARNBROOK SUMMIT,496952,262307
SNBKWYM,WYMINGTON TUNNEL,496666,262601
SNDHRST,SANDHURST,483378,161531
SNDOWN,SANDOWN,459302,84492
SNDP,SUNDRIDGE PARK,540666,170218
SNDRBDS,SUNDERLAND BURDON DOCK SDG,439699,556648
SNDRLND,SUNDERLAND,439703,556953
SNDRMNK,ST. PETERS,439607,557563
SNDRMS,SUNDERLAND MIDDLE SIDINGS,439699,556648
SNDRMSB,MONKWEARMOUTH S.B.,439587,557775
NWALSSG,NORTH WALSHAM STONE SDGS,628296,329411
NWBG,NEWBRIDGE JN,312761,672129
NWBGCE,NEWBRIDGE ISU (CE),312775,672122
NWBGDPL,NEWBRIDGE JN D.P.L.,312399,672070
NWBIBG,NEW BIGGIN BRITISH GYPSUM,364682,526822
NWBICUL,CULGAITH SIGNAL BOX LC,360993,529186
NWBIDRS,NEW BIGGIN (DRS),360993,529186
NWBIGBR,NEW BIGGIN (GBRF),364684,526821
NWBIKTH,KIRKBY THORE SIGNAL BOX,364617,526900
NWBIREP,NEW BIGGIN WAGON REPAIRS,364696,526802
NWBIT55,KIRKBY THORE SIG. KT55,365123,526424
NWCMLM,NEW CUMNOCK UP LAW MINING,261668,614225
NWCMNCK,NEW CUMNOCK,261825,614201
NWCMUGL,NEW CUMNOCK UP GOODS LOOP,261821,614212
NWCMURS,NEW CUMNOCK U.R.S.,262066,614195
NWCRELL,NEW CROSS ELL,536708,177154
NWCROSS,NEW CROSS,536708,177154
NWCRTHJ,TANNERS HILL JUNCTION (NX),537253,176436
NWCSCE,NEWCASTLE FORTH ISU (CE),423743,563185
NWCSCEE,NEWCASTLE CENTRAL EAST END,424621,563801
NWCSCWE,NEWCASTLE CENTRAL WEST END,424621,563801
NWCSRC,REGENT CENTRE (NEWCASTLE),424607,568607
NWCSTLE,NEWCASTLE,424621,563801
NWCSTLL,NEWCASTLE (METRO),424639,563896
NWELTHM,NEW ELTHAM,543982,173037
NWEMBLY,NORTH WEMBLEY,517672,186185
NWEMJN,NORTH WEMBLEY JN,517591,186439
NWHL,NEWTONHILL,391046,793552
NWHLDRS,NEWTONHILL D.R.S.,391037,793556
NWHLURS,NEWTONHILL U.R.S.,391046,793552
NWHYTHE,NEW HYTHE,571216,159920
NWLANSB,NEWLAND EAST SIGNAL BOX,379433,249823
NWLNDLJ,NEWLANDS LOOP JUNCTION,279226,184084
NWLNDSJ,NEWLANDS JN,279932,183746
NWMILSC,NEW MILLS CENTRAL,399716,385331
NWMILSJ,NEW MILLS SOUTH JN,400734,384425
NWMILSN,NEW MILLS NEWTOWN,399542,384731
NWMKET,NEWMARKET,564458,262734
NWPT273,NEWPORT SIGNAL NT1273,330299,186029
NWPTCOU,NEWPORT COURTYBELLA SDGS,330697,187023
NWPTDKS,NEWPORT DOCKS,330637,186441
NWPTDSG,NEWPORT DOCKS (SIMSGROUP),330352,186452
NWPTFHH,NEWPORT DOCKS FLINER HH,330635,186440
NWPTRTG,NEWPORT (SOUTH WALES),330830,188289
NWRKCAS,NEWARK CASTLE,479592,354319
NWRKCEJ,NEWARK CROSSING EAST JN,480193,355613
NWRKFC,NEWARK F.C.,480139,355492
RICHMND,RICHMOND,518155,175149
RICHNLL,RICHMOND,518152,175186
RIDGMNT,RIDGMONT,496499,237370
RIDHAMD,RIDHAM DOCK,592052,168439
RIDHBS,RIDHAM  SIDINGS,591250,168741
RIDHMPR,RIDHAM DOCK MP RECYCLING,592184,168302
RIDNGML,RIDING MILL,401894,561583
RIGG,RIGG,328632,566942
RIGTON,RIGTON S.B.,428983,449168
RISHTON,RISHTON,372395,429800
RMSWILP,RAMSGREAVE & WILPSHIRE,368595,431618
RNFD,RAINFORD,347796,402553
RNHAME,RAINHAM,552029,182093
ROBSGBF,ROBESTON SDGS GBRF,188874,208537
ROBSTNS,ROBESTON SDGS,188874,208537
ROBY,ROBY,343211,390694
ROCHFD,ROCHFORD,587313,190435
ROCK722,ROCK FERRY SIGNAL 722,332720,387143
ROCK735,ROCK FERRY SIGNAL 735,332832,386702
ROCKFRY,ROCK FERRY,332832,386702
ROCKUDG,ROCK FERRY UP & DOWN GOODS,332832,386702
ROGART,ROGART,272483,901973
ROHL,ROSE HILL MARPLE,395003,388779
ROLSTN,ROLLESTON,473793,352548
ROMANBG,ROMAN BRIDGE,271296,351391
ROMF107,ROMFORD SIGNAL L5107,550259,188046
ROMF438,ROMFORD SIGNAL 438,550259,188046
ROMF440,ROMFORD SIGNAL 440,550669,188177
ROMF450,ROMFORD SIGNAL L450,550669,188177
ROMFDGF,ROMFORD GROUND FRAME,551329,188453
ROMFDML,ROMFORD DOWN MAIN LOOP,551329,188453
ROMFDRR,ROMFORD RECP,550871,188245
ROMFJN,ROMFORD JUNCTION,550871,188245
ROMFORD,ROMFORD,551329,188453
ROMFSDG,ROMFORD ENGINEERS SIDINGS,550767,188190
ROMILEY,ROMILEY,394162,390801
ROMS882,ROMSEY SIGNAL E882,436086,121443
ROMS883,ROMSEY SIGNAL E883,436086,121443
ROMS995,ROMSEY SIGNAL E995,435893,121495
ROMSEY,ROMSEY,435654,121607
ROOSE,ROOSE,322015,469417
ROOSPHF,PARK HOUSE FARM,322449,471083
ROPLEY,ROPLEY,463040,132448
ROSEST,ROSE STREET,266715,845763
ROSG,ROSE GROVE,381521,432260
ROSGDGL,ROSE GROVE D.G.L.,381521,432260
ROSGWJN,ROSE GROVE WEST JN,381521,432260
ROSISLE,ROSEISLE D.C.L.,312103,865170
ROSYFHH,ROSYTH DOCK FHH,311161,682019
TRWSSBJ,TROWSE SWING BRIDGE,624543,307499
TSDARPR,TEES-SIDE AIRPORT,437296,513844
TTNH104,TOTTENHAM STH JN SIG L1004,534443,188850
TTNH305,TOTTENHAM HALE SIG L5305,534507,189564
TTNHMHL,TOTTENHAM HALE,534507,189564
TTNHMSJ,TOTTENHAM SOUTH JN,534516,188784
TUEBFHH,TUEBROOK SIDINGS (FHH),337898,390100
TUEBGBF,TUEBROOK SDGS GBRF,337898,390100
TUEBRKS,TUEBROOK SIDINGS,337897,390100
TULLOCE,TULLOCH C.E.,235448,780241
TULLOCH,TULLOCH,235519,780220
TULS165,TULSE HILL SIGNAL VC165,531919,173095
TULS178,TULSE HILL SIGNAL VC178,531635,172649
TULS766,TULSE HILL SIGNAL VC766,531580,172667
TULSEH,TULSE HILL,531813,172920
TULSLJ,LEIGHAM JUNCTION,531317,172572
TUNSFHH,TUNSTEAD SDGS (FHH),409728,375501
TUNSGBF,TUNSTEAD SDGS GBRF,409728,375501
TUNSTDS,TUNSTEAD SDGS,409730,375498
TUNWELL,TUNBRIDGE WELLS,558443,139175
TUNWTB,TUNBRIDGE WELLS TURNBACK,558793,140309
TUNWTJN,WELLS TUNNEL JN.,558793,140309
TURKYST,TURKEY STREET,535134,198916
TURSDLJ,TURSDALE JN,430050,535081
TURSDLS,TURSDALE SIDING,430050,535081
TUTBURY,TUTBURY & HATTON,421579,329654
TUXFDWJ,TUXFORD CROSSOVERS,474878,370941
TVST132,PLYMOUTH GROUND SIGNAL 132,252565,56498
TVST197,PLYMOUTH GROUND SIG P197,252565,56498
TVST199,PLYMOUTH GROUND SIGNAL 199,252565,56498
TVSTCKJ,TAVISTOCK JN,252565,56498
TVSTJPD,TAVISTOCK JN PLANT DEPOT,252565,56498
TWCK401,TWICKENHAM SIGNAL F401,516453,173887
TWCK403,TWICKENHAM SIGNAL F403,516453,173887
TWCK406,TWICKENHAM SIGNAL F406,515902,173543
TWCKNHM,TWICKENHAM,516184,173707
TWCKNMJ,TWICKENHAM JN,515948,173566
TWEDMSB,TWEEDMOUTH S.B.,399341,652025
TWEDMTH,TWEEDMOUTH F.D.,399734,651862
TWERTON,TWERTON,373310,164584
TWOMBTM,TWO MILE BOTTOM,585708,286009
TWYF112,TWYFORD SIG TR112,479062,175783
TWYF307,TWYFORD SIG TR307,479062,175783
TWYFDW,TWYFORD WEST,478034,175238
TWYFORD,TWYFORD,479062,175783
TYCROES,TY CROES,235002,372338
SNDW363,SANDWELL&DUDLEY SIG NS363,399409,290015
SNDWDUD,SANDWELL & DUDLEY,399409,290015
SNDY,SANDY,517782,248777
SNDYFD,SANDY FREIGHT DEPOT,517771,248692
SNDYPL1,SANDY SOUTH POS LIGHT P1,518012,248186
SNGLSB,SINGLETON SB,336825,436936
SNGT,STONEGATE,565845,127204
SNGWDEP,SINGLEWELL DEPOT,565918,170226
SNGWLP,SINGLEWELL LOOP,564627,170815
SNGWUS,SINGLEWELL UP SIDING,565843,170260
SNGWX,SINGLEWELL CROSSOVER,565871,170258
SNLW182,SNAILWELL GROUND FRM 1182,563633,267715
SNLWGBR,SNAILWELL SIDINGS GBRF,563633,267715
SNLWLS,SNAILWELL SDG,563633,267715
SNODLND,SNODLAND,570668,161881
SNSTGF,COULSDON NORTH GRND FRAME,530412,160027
SNSTJN,STOATS NEST JN.,530551,160255
SNTJ,ST. JAMES (NEWCASTLE),423335,563933
SNWDNAN,SNOWDOWN,624556,151073
SOAK,SUTTON OAK H.CHEMICALS,352728,393831
SOAV,STRATFORD-UPON-AVON,419484,255210
SOAVEST,STRATFORD UPON AVON EAST,419473,255414
SOHAM,SOHAM,558715,273230
SOHOCE,SOHO CE SDGS,403656,288565
SOHODED,SOHO L.M.D.,403949,288276
SOHOEJ,SOHO EAST JN,403978,288730
SOHONJ,SOHO NORTH JN,403626,288587
SOHOSJ,SOHO SOUTH JN,404090,288143
SOKEJN,STOKE JN.,495740,327783
SOKELBY,LITTLE BYTHAM,501819,317232
SOLEST,SOLE STREET,565551,167600
SOMEGF,SOMERTON GROUND FRAME,348679,128400
SOMERTN,SOMERTON ENGINEERS,348670,128395
SOMEVIA,SOMERTON VIADUCT,348679,128400
SOTD107,SOTON W DOCKS BERTH 109,439878,112103
SOTDBH,SOTON DKS BERKELEY HANDLNG,440521,111711
SOTDED,SOUTHAMPTON EASTERN DOCKS,442478,110538
SOTDFLT,SOUTHAMPTON DOCKS F.L.T.,439568,112215
SOTDNLU,SOUTHAMPTON W DOCKS - NLU,440128,112426
SOTDWD,SOUTHAMPTON WESTERN DOCKS,439567,112215
SOTDWGB,SOUTHAMPTON W DOCKS (GBRF),439571,112212
SOTHWAT,SOUTHWAITE,344858,545392
SOTNHVP,SOUTHAMPTON HOVERPORT,441003,112034
SOTO740,SOUTHAMPTON SIGNAL E740,440747,112160
SOTO930,SOUTHAMPTON SIGNAL E930,440820,112153
SOTO942,SOUTHAMPTON SIGNAL E942,440820,112153
SOTODGL,SOUTHAMPTON DOWN LOOP,440349,112329
SOTOEWS,SOUTHAMPTON M.C.T. EWS,438361,112791
SOTOLHS,SOUTHAMPTON M.C.T. L.H.S.,438366,112789
NWSTEAD,NEWSTEAD,452238,352813
NWSTLP,NEWSTEAD LOOP,452238,352813
NWTA,NEWTON AYCLIFFE,426602,524359
NWTH,NEWTON FOR HYDE,395614,395551
NWTKSDG,NEWTON TURNBACK SIDING,266803,660453
NWTL,NEWTON (LANARK),266427,660457
NWTLSCL,NEWTON SOUTH CONNECT LINE,266789,660460
NWTM,NEWTONMORE,271601,798459
NWTNHDD,NEWTON HEATH T.M.D.,387535,400821
NWTNHJ,NEWTON HEATH JN,387535,400821
NWTNLW,NEWTON-LE-WILLOWS,359361,395325
NWTOA,NEWTON-ON-AYR,234126,623130
NWTOAJN,NEWTON JN_(STRATHCLYDE),234156,623047
NWTP,NEWTOWN (POWYS),311109,291297
OAKHAM,OAKHAM,485676,309042
OAKHASH,ASHWELL L.C.,486124,313806
OAKNGTS,OAKENGATES,369677,310683
OBAN,OBAN,185767,729871
OBANGF,OBAN G.F.,185627,729788
OCKENDN,OCKENDON,558984,182819
OCKLYAC,OCKLEY,516466,140427
OKEWJN,OLD KEW JN,518583,178191
OKHMPTN,OKEHAMPTON,259158,94420
OKLGHPK,OAKLEIGH PARK,526996,194802
OKNSHSJ,OAKENSHAW SOUTH JN,435510,418358
OKNSHWJ,OAKENSHAW JN,435018,419198
OLDDALB,OLD DALBY,468017,323928
OLDDEDW,EDWALTON,472118,319373
OLDFLDP,OLDFIELD PARK,373642,164529
OLDOACE,OLD OAK COMMON A C E SDGS,521874,182307
OLDOCCS,OLD OAK COMMON C.S.,521604,182091
OLDOCWM,OOC CARRIAGE WASH,521604,182091
OLDOEMR,OLD OAK COMMON EMU RECEPTN,521891,182083
OLDOEMU,OLD OAK COMMON EMU DEPOT,521452,181934
OLDOEWS,OLD OAK COMMON C.S. (EWS),521525,182166
OLDOHST,OLD OAK COMMON H.S.T.D.,521683,182017
OLDOKCE,OLD OAK COMMON EAST,522425,182204
OLDOKCW,OLD OAK COMMON WEST,522115,182139
OLDOPLT,OLD OAK COMMON PLAT (TEMP),521525,182166
OLDORL,OLD OAK COMMON RECP LINE,522359,182204
OLDOTMD,OLD OAK COMMON T.M.D.,521863,182314
OLDROAN,OLD ROAN,337014,399323
OLDST,OLD STREET,532624,182011
OLHL,OLD HILL,396268,285877
OLIVEMJ,OLIVE MOUNT JN.,339049,390245
OLRTCLJ,OLLERTON COLLY.JN.,467207,367238
OLTON,OLTON,413386,282307
ONIBURY,ONIBURY,351144,240911
ROSYTH,ROSYTH,311261,684524
ROSYTHD,ROSYTH DOCKYARD,311165,682017
