TIPLOC,NAME,EASTING,NORTHING
FINNGLY,FINNINGLEY,467136,399749
FINSTCK,FINSTOCK,436636,217258
FISKRTN,FISKERTON,473019,352031
FITZWLM,FITZWILLIAM,441457,415295
FIVEWYS,FIVE WAYS,405980,285850
FLAXB,FLAX BOURTON,352093,169684
FLEET,FLEET,481605,155266
FLETTON,FLETTON JN.,519155,296837
FLIMBY,FLIMBY,302087,533829
FLINT,FLINT,324556,373114
FLITWCJ,FLITWICK JN,503174,235377
FLITWCK,FLITWICK,503435,234943
FLIXTON,FLIXTON,374652,394186
FLKLDGL,FALKLAND DGL,234111,623524
FLKLJN,FALKLAND JN,234190,623990
FLKLNDS,FALKLAND S.S.,234249,623960
FLKS18,FOLKESTONE EAST SIG YE18,624483,137616
FLKSETR,FOLKESTONE EAST TRAIN ROAD,623687,137046
FLKSTNC,FOLKESTONE CENTRAL,621996,136275
FLKSTNE,FOLKESTONE EAST,623461,136895
FLKSTNH,FOLKESTONE HARBOUR,623453,135767
FLKSTNW,FOLKESTONE WEST,620967,136447
FLORSTN,FLORISTON,335596,564048
FLSCRHN,FALLS OF CRUACHAN,207970,726771
FLWRYFD,FLOWERY FIELD,394781,396069
FLXSBCH,FELIXSTOWE BEACH,629156,233475
FLXSBJN,FELIXSTOWE BEACH JUNCTION,629156,233475
FLXSCRS,FELIXSTOWE CREEK R.S,629126,233422
FLXSDCK,FELIXSTOWE DOCK,629126,233422
FLXSNEW,FELIXSTOWE NORTH EWS,627423,234577
FLXSNFL,FELIXSTOWE NORTH F.L.T.,627419,234595
FLXSNGB,FELIXSTOWE NORTH GBRF,627422,234580
FLXSNRP,FLIXSTWE NTH DOCKS RP GBRF,627419,234595
FLXSSEW,FELIXSTOWE SOUTH EWS,628556,232764
FLXSSFL,FELIXSTOWE SOUTH F.L.T.,627419,234595
FLXSSGB,FELIXSTOWE SOUTH GBRF,628556,232755
KGMR482,CARLISLE KINGMOOR SIG 482,338203,557620
KGMRDDS,KINGMOOR YARD DOWN DEPART,338518,557569
KGMRDRS,CARLISLE KINGMOOR SDG(DRS),338518,557569
KGMRJCN,CARLISLE KINGMOOR JCN,338405,557916
KGMRLIP,CARLISLE KINGMOOR TMD(DRS),338582,557420
KGMRSRR,CARLISLE STAINTON RUNROUND,338203,557620
KGMRUD1,CARLISLE KINGMOOR SIG UD1,338664,557409
KGMRULP,KINGMOOR UP LOOP,338664,557409
KGMRVQ,CARLISLE KINGMOOR V.Q.(NR),337300,560017
KGPK,KINGS PARK,259359,660754
KGSDYKE,KINGS DYKE,524404,297062
KGST410,KINGSTON SIGNAL F410,517871,169616
KGST412,KINGSTON SIGNAL F412,517871,169612
KGSTON,KINGSTON,518183,169580
KGUSCE,KINGUSSIE C.E.,275544,800362
KGUSSIE,KINGUSSIE,275649,800407
KGWD,KINGSWOOD,524843,156600
KIBWRTH,KIBWORTH SUMMIT,468318,293901
KIDBROK,KIDBROOKE,540942,175641
KIDS587,KIDSGROVE SIGNAL 587,383660,354383
KIDSGRV,KIDSGROVE,383660,354383
KIDWELY,KIDWELLY,240056,206511
KIDWJCN,KIDWELLY JUNCTION,240501,206159
KIDWPY,PONTYATES L C,247048,208249
KILBLC,KILBURN LC (DERBYSHIRE),437754,346337
KILCFHH,KILLOCH COLLIERY FHH,247099,620481
KILCHCL,KILLOCH COLLY,247097,620480
KILDONN,KILDONAN,290151,921758
KILGETY,KILGETTY,212640,207227
KILM72,KILMARNOCK SIG K72,242238,638399
KILMBCY,KILMARNOCK (BARCLAY SDGS),242505,638301
KILMBWJ,BARLEITH WALKER J,245404,636140
KILMCE,KILMARNOCK BONNYTON DEPOT,242238,638399
KILMLTC,KILMARNOCK LONG LYES T.C.,242158,638557
KILMRNK,KILMARNOCK,242638,638292
KILMWKR,KILMARNOCK WALKER J,242590,638419
KILW785,KILWINNING SIGPK785,229625,643994
KILW794,KILWINNING SIGNAL PK794,229625,643994
KILWJCE,KILWINNING DOWN C.E.,229639,643797
KILWNCE,KILWINNING UP SIDING,229578,643554
KILWNNG,KILWINNING,229578,643554
KILWUGL,KILWINNING UP GOODS LOOP,229621,644252
KINBRAC,KINBRACE,286195,931635
KINBTLP,KINBRACE TIMBER LOADING PT,286200,931659
KINCDPS,KINCARDINE POWER STATION,292515,688270
KINETON,KINETON,436862,252033
KINGHAM,KINGHAM,425654,222698
KINSSTN,KINGS SUTTON,449431,236098
MDCLURS,MIDCALDER UP REFUGE SIDING,308516,666274
MDLS221,MIDDLESBROUGH SIGNAL 221,449239,520723
MDLSAFH,MIDDLEBROUGH AYRTON (FHH),448967,521308
MDLSAYR,MIDDLESBRO' DAWSON AYRTON,448969,521307
MDLSBDR,MIDDLESBROUGH (DRS),449541,520706
MDLSBRO,MIDDLESBROUGH,449541,520706
MDLSCAR,CARGO FLEET STOCKTON HLGE,450941,520650
MDLSCOB,MIDDLESBRO COBRA CONTAINER,448977,520936
MDLSDRS,MIDDLESBROUGH AYRTON DRS,448966,521310
MDLSDS,MIDDLESBROUGH DAWSON,448966,521310
MDLSFD,MIDDLESBRO' CASTLE CEMENT,448725,520773
MDLSFHH,MIDDLESBROUGH (FHH),448977,520935
MDLSMAR,MIDDLESBRO' GOODS MARCROFT,448875,520854
MDLSMRB,MIDDLESBROUGH MARSH BRANCH,448808,520877
MDLSSDG,MIDDLESBROUGH SIDINGS,448993,521056
MDLSWDK,MIDDLESBROUGH WEST DOCK,449187,520715
MDLW,MIDDLEWICH,370689,366415
MDLWCBS,MIDDLEWICH BRITISH SALT,371753,364507
MDNH291,MAIDENHEAD 291 SIG,488735,180728
MDNHCE,MAIDENHEAD ISU (CE),488502,180671
MDNHDE,MAIDENHEAD EAST,489255,180868
MDNHEAD,MAIDENHEAD,488735,180728
MDNNWTN,MAIDEN NEWTON,359939,97996
MDTT,MIDDLETON TOWERS,567312,317858
MDWD,MIDDLEWOOD,394534,384806
MEADLAJ,MEADOW LANE JN,449834,333295
MEADWHL,MEADOWHALL,439020,391284
MEDLALC,MEADOW LANE LEVEL CROSSING,450099,332879
MELBRNJ,MELBOURNE JN,435520,333390
MELDRTH,MELDRETH,537743,245513
MELKSHM,MELKSHAM,390026,164557
MELLIS,MELLIS,609971,274623
MELMBC,MELTON (FERRIBY) OMYA UK,496379,425819
MELMLC,MELTON LANE L.C.,496965,425708
MELS,MEOLS,323344,389785
MELTON,MELTON,628709,250371
MENAIBG,MENAI BRIDGE,254121,371040
MEND,MILE END,535847,182681
MENHENT,MENHENIOT,228960,61290
MENSTON,MENSTON,417488,444045
MEOLSCP,MEOLS COP,335637,417041
MEOLSLJ,ST LUKES JUNCTION,334680,416804
MEOPHAM,MEOPHAM,564098,167904
MERHDQ,MEREHEAD QUARRY,369455,143890
MERHDQJ,MEREHEAD QUARRY JN,369892,142871
MERSTHM,MERSTHAM,529169,153288
MERTHRV,MERTHYR VALE,307667,199503
MERTHYR,MERTHYR TYDFIL,305013,205953
DALSTOT,DALSTON OIL TERMINAL,336500,550529
DALTLTN,LINDAL TUNNEL,324662,475062
DALTON,DALTON,323100,473794
DALTONJ,DALTON JN,322255,473320
DALWCE,DALWHINNIE ISU (CE),263588,785233
DALWHIN,DALWHINNIE,263414,784892
DALZBSC,DALZELL B.S.C.,276110,656453
DALZUGL,DALZELL U.G.L.,276234,656309
DANBY,DANBY,470685,508410
DANESCT,DANESCOURT,314446,178660
DANZEY,DANZEY,412306,269650
DARNALL,DARNALL,439181,387681
DARSHAM,DARSHAM,640486,269767
DARTFD,DARTFORD,554345,174375
DARTFDJ,DARTFORD JN,553805,174700
DARTFDS,DARTFORD DOWN SIDINGS,554742,174381
DARTFUS,DARTFORD UP SIDINGS,554674,174356
DARTWJN,DARTFORD WEST JUNCTION,554150,174482
DARWEN,DARWEN,369450,422475
DATCHET,DATCHET,498742,176955
DAUNTSY,DAUNTSEY,400087,184082
DAVIOT,DAVIOT,273595,840259
DAVNPRT,DAVENPORT,389995,388208
DAWLISH,DAWLISH,296450,76718
DAWLSHW,DAWLISH WARREN,297936,78692
DAWMEJ,DAW MILL EAST JN,425232,290285
DAWMFHH,DAW MILL COLLIERY FHH,425591,290074
DAWMGBR,DAW MILL COLLIERY GBRf,425594,290083
DAWMLCL,DAW MILL COLLIERY DBS,425389,290203
DAWMWJ,DAW MILL WEST JN,425232,290285
DAWSHLM,KELVINDALE,255628,669115
DEAL,DEAL,637404,152607
DEALSDG,DEAL SIDING,637346,152782
DEAN,DEAN,425797,127055
DEANCE,DEAN ENGINEERS SIDING,425915,127038
DEANEGR,DEAN EAST GRIMSTEAD G.F.,422581,127128
DEANHLS,DEAN HILL SDGS. M.O.D.,428186,126720
DEEPCAR,DEEPCAR F.D.,429418,397066
DEEPSW,STOCKSBRIDGE WORKS,429418,397066
DEGANWY,DEGANWY,277925,379074
DEIGHTN,DEIGHTON,416461,419121
DELAMER,DELAMERE,355602,370407
DELNY,DELNY,274548,872582
DENBYOT,DENBY OPENCAST,438554,347211
DENHAM,DENHAM,504210,187714
DENHMGC,DENHAM GOLF CLUB,502767,187900
DENMRKH,DENMARK HILL,532791,176072
DENS19,DEANSGATE JN SIG. DJ19,377352,389223
DENSGTJ,DEANSGATE JN,377352,389223
FLXSSRP,FLIXSTWE STH DOCKS RP GBRF,628556,232755
FLXSSTO,FELIXSTOWE CREEK SDGS EWS,629075,233337
FLXSTOW,FELIXSTOWE,630222,235140
FLYLAIC,FOLLY LANE I.C.I. SDGS,349935,382143
FLYLDRS,RUNCORN FOLLY LANE (DRS),349934,382140
FNCHLYR,FINCHLEY ROAD & FROGNAL,526026,185024
FNPK,FINSBURY PARK,531344,186790
FNPK380,FINSBURY PARK SIG K380,531344,186790
FNPK381,FINSBURY PARK SIG K381,531344,186790
FNPK407,FINSBURY PARK SIGNAL 407,531344,186790
FNSTNEJ,FINNIESTON EAST JN,255996,666140
FNSTNWJ,FINNIESTON WEST JN,255989,666147
FNTLSR,FARRINGDON,531527,181935
FOBBING,FOBBING CROSSING,571047,186271
FOLDBSJ,FOULDUBS JN,291616,680920
FORD,FORD,500203,104284
FORDJN,FORD JUNCTION,500645,104063
FORESTH,FOREST HILL,535400,172939
FORMBY,FORMBY,329151,406932
FORMS97,FORMBY SIGNAL 97,329124,407709
FORRES,FORRES,302966,858923
FORRESL,FORRES LOOP,303211,859086
FORSNCE,FORSINARD C.E.,288924,942478
FORSNLC,FORSINARD L.C.,289087,942495
FORSNRD,FORSINARD,289087,942495
FOUROKS,FOUR OAKS,411748,298009
FOWEYDK,FOWEY DOCK CARNE POINT,212423,52961
FOXFILD,FOXFIELD,320899,485421
FOXHALJ,FOXHALL JN,451727,190886
FOXLOWJ,FOXLOW JN,442907,375870
FOXTFHH,FOXTON FHH,540609,248762
FOXTON,FOXTON,540917,248770
FOXTRC,FOXTON RUGBY CEMENT,540609,248761
FRANT,FRANT,560735,136350
FRASL,FOUR ASHES LOOP,391598,308798
FRAT460,FRATTON SIGNAL 460,465579,100131
FRAT553,FRATTON SIGNAL 553,465579,100131
FRAT554,FRATTON SHUNT SIGNAL HT554,465579,100131
FRATCSD,FRATTON C.S.D.,465472,100002
FRATDFP,FRATTON DEPOT F.P.,465473,100002
FRATNCS,FRATTON C.H.S.,465472,100002
FRATTMD,FRATTON T&R.S.M.D,465472,100002
FRATTNE,FRATTON EAST,465750,100555
FRATTNY,FRATTON S.S.,465579,100131
FRATTON,FRATTON,465347,100055
FRATTOY,FRATTON OLD YARD,465472,100002
FRATTSH,FRATTON STAFF HALT,465246,100025
KIRBYX,KIRBY CROSS,621497,220749
KIRKCCE,KIRKHAM C.C.E.,340453,433002
KIRKHAM,KIRKHAM & WESHAM,342007,432655
KIRKM51,KIRKHAM & WESHAM SIG. KM51,342086,432646
KIRKMNJ,KIRKHAM NORTH JN,341069,432833
KITTYBR,KITTYBREWSTER,393215,808332
KITTYGF,KITTYBREWSTER GF,393215,808332
KKBY,KIRKBY,340234,399249
KKERRAN,KILKERRAN,229937,604596
KKSNDAL,KIRK SANDALL,461364,407815
KKSNJN,KIRK SANDALL JN,461364,407815
KLBRNHR,KILBURN HIGH ROAD,525534,183645
KLBRUDG,KILBURN UP & DOWN GDS LP,525251,183458
KLBYBDG,KILBY BRIDGE JN,461943,296914
KLDL,KILDALE,460472,509552
KLGL,KINGS LANGLEY,508035,201989
KLGLLP,KINGS LANGLEY LOOP,508353,200714
KLMAURS,KILMAURS,240814,641044
KLNHUGL,KILNHURST UP GDS LOOP,446518,398306
KLPTRCK,KILPATRICK,246842,672822
KLYNN29,KINGS LYNN SIGNAL 29,562668,320019
KLYNN43,KINGS LYNN SIGNAL 43,562796,319938
KLYNNCS,KINGS LYNN CARRIAGE SIDNGS,562399,320051
KLYNNDF,KINGS LYNN DALGETTY & FKLN,562531,320412
KLYNNFP,KINGS LYNN F.P.,562368,320068
KLYNNJN,KINGS LYNN JN,562796,319938
KLYNNTC,KINGS LYNN T.C.,562668,320019
KMPSTNH,KEMPSTON HARDWICK,502592,244800
KMPTNPK,KEMPTON PARK,510716,170327
KMSLY,KEMSLEY,590505,166081
KNCKHLT,KNOCKHOLT,548468,162906
KNCRAIG,KINCRAIG,283228,805695
KNEB639,KNEBWORTH SIGNAL K639,524925,220267
KNEBWTH,KNEBWORTH,524925,220267
KNGSBC,KINGSBURY BIRCH COPPICE,421870,296929
KNGSBCE,BIRCH COPPICE EXCHANGE SDG,424113,299177
KNGSBCF,BIRCH COPPICE FREIGHTLINER,424324,299357
KNGSBCJ,KINGSBURY BRANCH JN,421870,296929
KNGSBFT,BIRCH COPPICE FLT,424253,299224
KNGSBOS,KINGSBURY OIL SDGS,422264,297662
KNGSBSF,KINGSBURY S.F.,421865,297099
KNGSBYJ,KINGSBURY JN,421933,295185
KNGSBYY,KINGSBURY SDGS,421952,297420
KNGSFHH,KINGSBURY FREIGHTLINER HH,422267,297659
KNGW,KINGSKNOWE,321090,670266
KNGX,LONDON KINGS CROSS,530265,183152
KNGXBAL,KINGS CROSS BALLAST SDG,530280,183126
METHLYJ,METHLEY JN,439515,426131
MEXBRGH,MEXBOROUGH,447331,399577
MEXBRJN,MEXBOROUGH JN,447331,399577
MFAM,MORFA MAWDDACH,262840,314168
MFDB,MILFORD AND BROCTON,397576,321421
MFLDTWN,MANSFIELD,453677,360817
MFLDWSE,MANSFIELD WOODHOUSE,453463,363233
MGMS127,MARGAM SIGNAL PT127,278400,186557
MGTE,MOORGATE DELETE,532720,181687
MHERON,MARTINS HERON,488749,168395
MIDDRVE,MIDDLE DROVE,538634,297573
MIDGHAM,MIDGHAM,457251,166659
MIKLTRF,MICKLE TRAFFORD,344538,369171
MILBRNJ,MILLBURN JN,267571,845731
MILESPJ,MILES PLATTING JN,385995,399976
MILESPL,MILES PLATTING,385995,399976
MILFCDS,MILFORD DOWN SIDINGS,450318,430846
MILFCW,MILFORD C & W SIDINGS,450313,430745
MILFDWS,MILFORD WEST SIDINGS,451194,431004
MILFDY,MILFORD JN.,450220,430099
MILFLOP,MILFORD LOOP,450438,431329
MILKNPK,MILLIKEN PARK,241329,661955
MILLRJ,MILL RACE JN,437274,389084
MILTJN,MILTON JUNCTION,449310,191504
MINEHED,MINEHEAD WEST SOM RWY,297829,146070
MINFFR,MINFFORDD (FFEST. RLWY),259948,338532
MINFORD,MINFFORDD,259948,338532
MINMARS,MORETON-IN-MARSH,420669,232699
MINSTEJ,MINSTER EAST JN.,631768,164092
MINSTER,MINSTER,631155,164123
MINSTSJ,MINSTER SOUTH JN.,631578,163769
MINSTWJ,MINSTER WEST JN.,631768,164092
MINTYX,MINETY CROSSING,401479,191824
MIREJN,MIREHOUSE JUNCTION,297926,516522
MIRFEJN,MIRFIELD EAST JN,421905,419519
MIRFILD,MIRFIELD,420358,419496
MISKIN,MISKIN,306107,179160
MISTDL,MISTLEY DOWN LOOP,611724,231682
MISTLEY,MISTLEY,611921,231717
MITCHMJ,MITCHAM JUNCTION,528297,167588
MKIN,MARKINCH,329942,701458
MKIN878,MARKINCH SIGNAL 878,329942,701458
MKINBLS,MARKINCH BRANCH LINE SDGS,329809,701234
MKINDLS,MARKINCH DOWN LINE SIDINGS,329875,701254
MKNSCEN,MILTON KEYNES CENTRAL,484241,237941
MKTR,MARKET RASEN,510716,388743
MKTRCLU,CLAXBY & USSELBY,510412,393148
MLAIG,MALLAIG,167543,797038
DENT,DENT,376422,487495
DEPDENE,DORKING DEEPDENE,517102,150183
DEPTFD,DEPTFORD,537118,177412
DERBYRD,DERBY ROAD,618327,243901
DESBRO,DESBOROUGH SUMMIT,479768,283800
DEVNEXS,DEVONPORT ROYAL DOCKYARD,244957,56190
DEVNPRT,DEVONPORT,245813,55432
DGLROAD,DINGLE ROAD,318112,171862
DGNHARC,DAGENHAM DOCK A.R.C.,548995,182750
DGNHMDC,DAGENHAM DOCK,548900,182992
DGNHMFD,DAGENHAM DOWN YARD,549122,182879
DGNHMSC,DAGENHAM STORAGE COY SDG,549155,183270
DGNHREC,DAGENHAM DOCK RECEPTION,548995,182900
DIDC940,DIDCOT SIG. SB940,451199,191086
DIDCGWS,DIDCOT GREAT WESTERN SOC.,452477,190677
DIDCPS,DIDCOT PWR STN FLINER HVY,451312,191113
DIDCPSD,DIDCOT POWER STATION D&C,451312,191113
DIDCPSG,DIDCOT PWR STN GBRF,451312,191113
DIDCTDC,DIDCOT DISTRIBUTION CENTRE,449834,191449
DIDCTEJ,DIDCOT EAST JN,452869,190379
DIDCTFP,DIDCOT FUELLING POINT,452399,190798
DIDCTNJ,DIDCOT NORTH JN,452401,191661
DIDCTPS,DIDCOT POWER STATION DBS,450905,191662
DIDCTTC,DIDCOT T.C.,452249,191113
DIDCWCE,DIDCOT WEST YARD ISU (CE),452319,190864
DIDCWCJ,DIDCOT WEST CURVE JN,452225,191179
DIDCWE,DIDCOT WEST END,452222,191051
DIGBY,DIGBY & SOWTON,296060,91545
DIGGDPL,DIGGLE JN DOWN PASS LOOP,400490,407776
DIGGLEJ,DIGGLE JN,400490,407776
DIGSWEL,DIGSWELL JN.,524453,214594
DILTONM,DILTON MARSH,385569,150066
DINASP,DINAS POWYS,315372,170975
DINASR,DINAS RHONDDA,300613,191923
DING1LC,DINGWALL NO1 L.C.,255318,858572
DING2LC,DINGWALL NO2 L.C.,255318,858572
DINGMLC,DINGWALL MIDDLE L.C.,255318,858572
DINGWAL,DINGWALL,255318,858572
DINGWCE,DINGWALL C.E.,255265,858402
DINMORE,DINMORE TUNNELS,350905,251622
DINSDAL,DINSDALE,434587,513429
DINTNMD,DINTON M.O.D.,400831,130939
DINTON,DINTON,400760,130915
DIRFBRF,DAVENTRY GBRF,457432,272065
DIRFDRS,DAVENTRY DRS (MALCOLM W H),457423,272073
DIRFEP2,DAVENTRY RECEP SDGS EP2,457410,272089
DIRFTB2,DAVENTRY DIDC2 TIBBETT&BRI,457419,272081
DIRFTCR,DAVENTRY IRFT CRIPPLE SDG,457413,272085
DIRFTFL,DAVENTRY INT RFT RECEP FL,457410,272089
FRBCKJ,FIRBECK JN,457839,393382
FRBN,FAIRBOURNE,261609,312864
FRBR100,FARNBOROUGH SIGNAL 100,486832,156033
FRBRETC,FARNBOROUGH E.T.C.,486651,156008
FRBRMN,FARNBOROUGH (MAIN),486832,156033
FRBRNTH,FARNBOROUGH NORTH,487718,156680
FRBRYW4,FARNBOROUGH SIGNAL YW4,486832,156033
FRDHAM,FORDHAM,561712,269897
FRDSHM,FRODSHAM,351860,377887
FRDSHMJ,FRODSHAM JN,353438,379067
FRDSUGL,FRODSHAM JN UGL,353438,379067
FREMNSX,FREEMANS L.C.,429507,584693
FRESHFD,FRESHFORD,379160,160342
FRFD,FAIRFIELD,390506,397190
FRIARSJ,FRIARS JN,521128,181654
FRIMLEY,FRIMLEY,487426,157704
FRIMLYJ,FRIMLEY JN,488427,156547
FRINTON,FRINTON-ON-SEA,623531,220440
FRLNGTJ,FARLINGTON JN,467393,104762
FRMPKDS,FERME PARK DIESEL SDGS,531155,188563
FRMPKLC,FERME PARK LONDON CONCRETE,531192,188597
FRMPKRS,FERME PARK RECP.,531192,188597
FRMPRSG,FERME PARK REC LN GBRF,531167,188590
FRNB100,FARNBOROUGH SIG BE5100,486651,156008
FRNBRCE,FARNBOROUGH COUNTRY END,486651,156008
FRNBRLE,FARNBOROUGH LONDON END,487537,156206
FRNCMB,FARNCOMBE,497592,145117
FRNDNLT,FARRINGDON,531527,181935
FRNGTNC,FARINGTON CURVE JN,353791,426401
FRNGTNJ,FARINGTON JN,354249,424642
FRNNGRD,FARNINGHAM ROAD,555652,169326
FRNW,FARNWORTH,374368,406039
FROME,FROME,378453,147631
FROMNRS,FROME NETWORK RAIL DN SDG,378459,147526
FROMNSB,FROME NORTH,378655,148052
FRSHFLD,FRESHFIELD,329104,408320
FRSTGT,FOREST GATE,540364,185307
FRSTGTJ,FOREST GATE JN,541178,185521
FRTEVOT,FORTEVIOT L.C.,305611,718003
FRTHBKL,FORTH BANKS LINE,424248,563393
FRTMTLD,FORT MATILDA,225591,677515
FRTWAGB,FORT WILLIAM ALCAN GBRF,211818,775106
FRTWBAC,FORT WILLIAM BRITISH ALCAN,212292,775091
FRTWBAF,FORT WILLIAM (FLT DUP),212296,775093
FRTWDCC,FORT WILLIAM DCC ENERGY,211818,775106
FRTWFLT,FT.WILLIAM SIDINGS FLT,210665,774236
FRTWGF,FORT WILLIAM BA G.F.,212379,774863
FRTWJFL,FORT WILLIAM JN FLT,211839,775149
KNGXBEL,BELLE ISLE,530282,184111
KNGXFTJ,COPENHAGEN JUNCTION,530306,184319
KNIGHTN,KNIGHTON,329078,272396
KNLY,KENLEY,532429,160117
KNMTSB,KENNETHMONT,355138,829275
KNNGTNJ,KENNINGTON JN,452084,203079
KNOK15,KNOCKSHINNOCH SIG NC15,260423,612107
KNOR522,KINGS NORTON SIGNAL SY522,404622,279567
KNOR523,KINGS NORTON 523,404622,279567
KNOR528,KINGS NORTON SIGNAL SY528,404622,279567
KNOR529,KINGS NORTON SIGNAL 529,404622,279567
KNOR57,KINGS NORTON SIGNAL SY57,404622,279567
KNORCT,KINGS NORTON C.T.,404032,279464
KNOROTP,KINGS NORTON OT PLANT DEPT,403819,279439
KNORTON,KINGS NORTON,404622,279567
KNOWDL,DALE LANE G.F.,342109,400074
KNOWFT,KNOWSLEY FREIGHT TERMINAL,342493,399902
KNRSBGH,KNARESBOROUGH,434828,457142
KNSGHST,KENSINGTON HIGH ST L.T.,525538,179425
KNTB103,KINTBURY SIGNAL RK103,437567,167319
KNTB57,KINTBURY SIGNAL UW57,437567,167319
KNTB848,KINTBURY SIGNAL R848,437567,167319
KNTBRY,KINTBURY,437567,167319
KNTN401,KNOTTINGLEY SIG FE6418,449343,423595
KNTN402,KNOTTINGLEY SIG FE6402,449343,423590
KNTN421,KNOTTINGLEY SIG FE6421,448996,423591
KNTNELL,ENGLAND LANE LC,450056,423529
KNTNFHH,KNOTTINGLEY TMD (FHH),449375,423550
KNTNGEJ,KNOTTINGLEY EAST JN,450051,423531
KNTNGFD,KNOTTINGLEY F.D.,449015,423552
KNTNGJK,KNOTTINGLEY JACKSONS,449582,423230
KNTNGLY,KNOTTINGLEY,448996,423591
KNTNGSJ,KNOTTINGLEY SOUTH JN,449582,423230
KNTNGWJ,KNOTTINGLEY WEST JN,448646,423584
KNTNLIP,KNOTTINGLEY T.M.D.,449375,423575
KNTNSDG,KNOTTINGLEY SIDINGS,449015,423552
KNTNWRD,KNOTTINGLEY W.R.D.,449321,423576
KNTNYFD,KNOTTINGLEY DEPOT,449375,423575
KNTSHTJ,KENTISH TOWN JN,529092,185142
KNTSHTN,KENTISH TOWN,529092,185142
KNTSHTW,KENTISH TOWN WEST,528601,184742
KNUCKLS,KNUCKLAS,325415,274080
KNUTSFD,KNUTSFORD,375319,378378
KNYMPTN,KINGS NYMPTON,266210,116928
KRBYSUM,KIRKBY SUMMIT SB,450234,356668
KRKBYIF,KIRKBY-IN-FURNESS,322709,482558
KRKC,KIRKCONNEL,273462,612214
HEELEY,HEELEY UP LOOP,434502,384263
HELEBLC,HELE & BRADNINCH LC,299553,102293
HELIFLD,HELLIFIELD,385224,457184
HELILOP,HELLIFIELD GOODS LOOPS,385156,457262
HELMSCE,HELMSDALE C.E.,302234,915668
HELMSDL,HELMSDALE,302362,915499
HELPSTN,HELPSTON JN.,513265,305452
HELSBY,HELSBY,348664,375660
HELTNL,HELM TUNNEL,370410,514797
HEMERDN,HEMERDON,258288,57021
HEMLBMS,HEMEL HEMPSTED BOXMOOR SDG,504306,205905
HEMLHMP,HEMEL HEMPSTEAD,504306,205905
HEMLSJN,HEMEL HEMPSTEAD SOUTH JN,504793,205742
HEMSWTH,HEMSWORTH LOOP,443099,413984
HENDYJ,HENDY JN,258192,203307
HENGOED,HENGOED,315300,194954
HENLYIA,HENLEY-IN-ARDEN,414817,265896
HENSALL,HENSALL,458556,422814
HENWICK,HENWICK,383973,254737
HENXRDS,HENSTRIDGE ASH CROSS ROADS,372513,120490
HEREDNY,HEREFORD N.Y.,351062,241057
HEREDSL,HEREFORD DIESEL SDGS.,351796,240133
HEREFDY,HEREFORD YARD,351144,240911
HEREFRD,HEREFORD,351540,240561
HERN595,HERNE HILL SIGNAL VS595,531930,174474
HERN602,HERNE HILL SIGNAL VS602,532123,174181
HERNEH,HERNE HILL,531930,174474
HERNHSD,HERNE HILL SIDING,531930,174474
HERRNGE,HERRINGE,608891,138015
HERSHAM,HERSHAM,512233,165448
HERT203,HERTFORD NORTH GPL 203,533061,212953
HERTFDD,HERTFORD DEPOT,533061,212953
HERTFDE,HERTFORD EAST,533061,212953
HESSEJS,HESSLE EAST JN SIDINGS,506840,427508
HESSGBF,HESSLE C AND W (GBRF),506840,427508
HESSLE,HESSLE,502911,425675
HESSLEE,HESSLE EAST JN.,505339,426342
HESSLRD,HESSLE ROAD JN.,506840,427508
HESSR49,HESSLE ROAD JN SIG HR49,508246,430691
HESTBNK,HEST BANK,346839,466533
HESWALL,HESWALL,328613,381946
HETHRST,HETHERSETT,617175,304208
HETNLEJ,HEATON LODGE EAST JN,419212,420091
HETNLJN,HEATON LODGE JN,418742,420385
HEVER,HEVER,546504,144550
HEWISH,HEWISH,342040,108295
HEWOMTR,HEWORTH (METRO),428466,561957
HEWORTH,HEWORTH,428460,561974
DIRFTIN,DAVENTRY IRP TIBBETT&BRITT,457404,272094
DIRFTMA,DAVENTRY IRFT (MALCOLM WH),457398,272099
DIRFTRE,DAVENTRY INT RFT RECEP EWS,457391,272105
DIRFTRR,DAVENTRY INT RFT RECEP RFD,457384,272112
DIRFTWA,DAVENTRY DIDC1 TIBBETT&BRI,457375,272120
DISLEY,DISLEY,397236,384573
DISS,DISS,612675,279556
DISSRS,DISS RECP.,612851,279909
DITTAHC,DITTON FOUNDRY LN(AHC-EWS),349163,384616
DITTAHG,DITTON FOUNDRY LANE AHC,349170,384614
DITTBOC,DITTON (O'CONNOR SDGS),350098,384616
DITTCFL,DITTON RECEPTION (FL),349167,384616
DITTDRS,DITTON (O'CONNOR SDGS),349170,384614
DITTFLR,DITTON (OCONNOR) FLINER,350096,384616
DITTINO,DITTON WIDNES INNOVIS,349170,384614
DITTNRS,DITTON RECEPTION SIDINGS,348647,384609
DITTNWJ,DITTON WEST JUNCTION,348323,384648
DITTON,DITTON EAST JUNCTION,349035,384651
DITTONY,DITTON YARD,348647,384609
DLMALCE,DALMALLY C.E.,216148,727180
DLMALLY,DALMALLY,216009,727188
DLMRNOK,DALMARNOCK,261245,663203
DLMY,DALMENY,313901,677916
DLMYCE,DALMENY C.E.,313979,677757
DLMYDPL,DALMENY D.P.L.,314028,677618
DLMYJN,DALMENY JN,314170,677317
DLMYUPL,DALMENY U.P.L.,314038,677623
